Id;Campagne;Region;Site;Famille;Variete;Num Parcelle;CodeTracabilite;Date;Tonnage
2374;21/22;HAOUZ;Lalla Takerkoust;AF;AF2;20001;TR14020;01/03/2022;3707,3
2375;21/22;HAOUZ;Lalla Takerkoust;AF;AF2;20002;TR14030;01/03/2022;8123,3237
2376;21/22;HAOUZ;Lalla Takerkoust;AF;AF2;20003;TR14040;01/03/2022;5113,85099
2377;21/22;HAOUZ;Lalla Takerkoust;AF;AF2;20004;TR12030;01/03/2022;395,18645
2378;21/22;HAOUZ;Lalla Takerkoust;AF;AF2;20006;TR14010;01/03/2022;5317,96625
2379;21/22;HAOUZ;Lalla Takerkoust;ORA;ORA5;10005;TR32010;01/03/2022;2680,54202
2380;21/22;HAOUZ;Ait Ourir;MAD;MAD3;23011;TR23011;01/03/2022;1727,93903
2381;21/22;HAOUZ;Ait Ourir;MAD;MAD3;23012;TR23012;01/03/2022;3933,0551
2382;21/22;HAOUZ;Ait Ourir;MAD;MAD3;23014;TR23014;01/03/2022;339,76208
2383;21/22;HAOUZ;Ait Ourir;MAD;MAD3;23020;TR23020;01/03/2022;449,21696
2384;21/22;HAOUZ;Ait Ourir;MAD;MAD3;23021;TR23021;01/03/2022;3772,53005
2385;21/22;HAOUZ;Ait Ourir;MAD;MAD3;23022;TR23022;01/03/2022;3788,11364
2386;21/22;HAOUZ;Ait Ourir;MAD;MAD3;23024;TR23024;01/03/2022;957,97676
2387;21/22;HAOUZ;Marrakech;CLA;CLA18;11222;TR11222;01/03/2022;2411,9261
2388;21/22;HAOUZ;Marrakech;NOA;NOA1;15040;TR11703;01/03/2022;351,2105
2389;21/22;HAOUZ;Marrakech;NOA;NOA1;15080;TR11703;01/03/2022;391,27997
2390;21/22;HAOUZ;Marrakech;NOA;NOA1;15090;TR11703;01/03/2022;37033,1
2391;21/22;HAOUZ;Marrakech;NOA;NOA1;15100;TR11703;01/03/2022;8183,92667
2392;21/22;HAOUZ;Marrakech;NOA;NOA1;15110;TR11703;01/03/2022;38004,5
2393;21/22;HAOUZ;Marrakech;NOA;NOA1;15120;TR11703;01/03/2022;10148,28599
2394;21/22;HAOUZ;Marrakech;ORA;ORA2;12130;TR12130;01/03/2022;20754,362
2395;21/22;HAOUZ;Marrakech;AF;AF1;23080;TR21705;01/03/2022;62206,7
2396;21/22;HAOUZ;Marrakech;AF;AF1;23090;TR21705;01/03/2022;33950,795
2397;21/22;HAOUZ;Marrakech;AF;AF1;23120;TR21705;01/03/2022;39838,1
2398;21/22;HAOUZ;Marrakech;AF;AF1;23130;TR21807;01/03/2022;71411,6
2399;21/22;HAOUZ;Marrakech;AF;AF1;23140;TR21807;01/03/2022;82712
2400;21/22;HAOUZ;Marrakech;NOA;NOA1;21140;TR21303;01/03/2022;473
2401;21/22;HAOUZ;Marrakech;NOA;NOA1;21150;TR21303;01/03/2022;10769
2402;21/22;HAOUZ;Marrakech;NOA;NOA1;21160;TR21303;01/03/2022;28583,21123
2403;21/22;HAOUZ;Marrakech;ORA;ORA2;22080;TR22080;01/03/2022;3215
2404;21/22;HAOUZ;Marrakech;ORA;ORA2;22100;TR22100;01/03/2022;635
2405;21/22;HAOUZ;Marrakech;ORA;ORA2;24102;TR24102;01/03/2022;263
2406;21/22;HAOUZ;Marrakech;ORA;ORA4;30090;TR31303;01/03/2022;4279,7
2407;21/22;HAOUZ;Marrakech;ORA;ORA4;31050;TR31303;01/03/2022;18782,3
2408;21/22;HAOUZ;Marrakech;ORA;ORA4;31060;TR31303;01/03/2022;4991
2409;21/22;HAOUZ;Marrakech;ORA;ORA4;31080;TR31303;01/03/2022;29537
2410;21/22;HAOUZ;Marrakech;ORA;ORA4;32040;TR31303;01/03/2022;50189
2411;21/22;HAOUZ;Marrakech;ORA;ORA4;32060;TR31303;01/03/2022;28847
2412;21/22;HAOUZ;Marrakech;ORA;ORA4;32140;TR31202;01/03/2022;47547,2
2413;21/22;HAOUZ;Marrakech;SPA;SPA1;24200;TR24200;01/03/2022;91840,4
2414;21/22;HAOUZ;Marrakech;SPA;SPA7;31020;TR31401;01/03/2022;30441,5
2415;21/22;HAOUZ;Marrakech;SPA;SPA7;31030;TR31401;01/03/2022;70550
2416;21/22;HAOUZ;Marrakech;SPA;SPA7;31040;TR31401;01/03/2022;11584,4
2417;21/22;HAOUZ;Marrakech;SPA;SPA7;32010;TR31401;01/03/2022;12479,9
2418;21/22;HAOUZ;Marrakech;SPA;SPA7;32020;TR31401;01/03/2022;43935,8
2419;21/22;HAOUZ;Marrakech;SPA;SPA7;32030;TR31401;01/03/2022;15953
2420;21/22;HAOUZ;Marrakech;SPA;SPA7;32050;TR31401;01/03/2022;38463,5
2421;21/22;HAOUZ;Marrakech;SPA;SPA7;32100;TR31401;01/03/2022;4953,2
2422;21/22;HAOUZ;Marrakech;SPA;SPA7;32110;TR31401;01/03/2022;17919,2
2423;21/22;HAOUZ;Marrakech;SPA;SPA7;32120;TR31401;01/03/2022;9837,2
2424;21/22;HAOUZ;Marrakech;SPA;SPA7;32130;TR31401;01/03/2022;347,6
2425;21/22;HAOUZ;Marrakech;SPA;SPA7;32150;TR31401;01/03/2022;4409
2426;21/22;HAOUZ;Marrakech;ORA;ORA2;20101;TR20101;01/03/2022;13580,6
2427;21/22;HAOUZ;Marrakech;ORA;ORA2;20102;TR20102;01/03/2022;3170
2428;21/22;HAOUZ;Marrakech;ORA;ORA2;20103;TR20103;01/03/2022;72073,7
2429;21/22;HAOUZ;Marrakech;ORA;ORA2;20104;TR20104;01/03/2022;20783
2430;21/22;HAOUZ;Marrakech;ORA;ORA2;20105;TR20105;01/03/2022;14190,8
2431;21/22;HAOUZ;Ouled Moussa;AF;AF1;10114;TR10000;01/03/2022;2363
2432;21/22;HAOUZ;Ouled Moussa;AF;AF1;10115;TR10000;01/03/2022;1037
2433;21/22;HAOUZ;Ouled Moussa;AF;AF1;10124;TR10000;01/03/2022;31813,7
2434;21/22;HAOUZ;Ouled Moussa;AF;AF1;10125;TR10000;01/03/2022;9893
2435;21/22;HAOUZ;Ouled Moussa;AF;AF1;10126;TR10000;01/03/2022;20428,4
2436;21/22;HAOUZ;Ouled Moussa;AF;AF1;10127;TR10000;01/03/2022;2423
2437;21/22;HAOUZ;Ouled Moussa;AF;AF1;10212;TR10000;01/03/2022;7835
2438;21/22;HAOUZ;Ouled Moussa;AF;AF1;10213;TR10000;01/03/2022;68864,3
2439;21/22;HAOUZ;Ouled Moussa;AF;AF1;20118;TR20100;01/03/2022;26813
2440;21/22;HAOUZ;Ouled Moussa;AF;AF1;20133;TR20200;01/03/2022;8393,3
2441;21/22;HAOUZ;Ouled Moussa;AF;AF1;20204;TR20200;01/03/2022;11105
2442;21/22;HAOUZ;Ouled Moussa;AF;AF1;20205;TR20200;01/03/2022;22509,8
2443;21/22;HAOUZ;Ouled Moussa;AF;AF1;20206;TR20200;01/03/2022;3857
2444;21/22;HAOUZ;Ouled Moussa;AF;AF1;20207;TR20200;01/03/2022;24124,7
2445;21/22;HAOUZ;Ouled Moussa;AF;AF1;20208;TR20200;01/03/2022;9527
2446;21/22;HAOUZ;Ouled Moussa;AF;AF1;20216;TR20200;01/03/2022;82124
2447;21/22;HAOUZ;Ouled Moussa;AF;AF1;20217;TR20200;01/03/2022;7361
2448;21/22;HAOUZ;Ouled Moussa;AF;AF1;20235;TR30200;01/03/2022;23861,3
2449;21/22;HAOUZ;Ouled Moussa;AF;AF1;30147;TR30100;01/03/2022;6401
2450;21/22;HAOUZ;Ouled Moussa;AF;AF1;30148;TR30100;01/03/2022;11250,5
2451;21/22;HAOUZ;Ouled Moussa;AF;AF1;30149;TR30100;01/03/2022;6257
2452;21/22;HAOUZ;Ouled Moussa;AF;AF1;30156;TR30100;01/03/2022;14246,6
2453;21/22;HAOUZ;Ouled Moussa;AF;AF1;30236;TR30200;01/03/2022;4073
2454;21/22;HAOUZ;Ouled Moussa;AF;AF1;40128;TR40300;01/03/2022;30353
2455;21/22;HAOUZ;Ouled Moussa;AF;AF1;40129;TR40100;01/03/2022;8627
2456;21/22;HAOUZ;Ouled Moussa;AF;AF1;40141;TR40100;01/03/2022;10095,8
2457;21/22;HAOUZ;Ouled Moussa;AF;AF1;40142;TR40100;01/03/2022;2465
2458;21/22;HAOUZ;Ouled Moussa;AF;AF1;40143;TR40200;01/03/2022;2793,5
2459;21/22;HAOUZ;Ouled Moussa;AF;AF1;40244;TR40200;01/03/2022;2345
2460;21/22;HAOUZ;Ouled Moussa;AF;AF1;40245;TR40200;01/03/2022;18347,9
2461;21/22;HAOUZ;Ouled Moussa;AF;AF1;40246;TR40300;01/03/2022;4853
2462;21/22;HAOUZ;Ouled Moussa;AF;AF1;40257;TR40300;01/03/2022;4332,2
2463;21/22;HAOUZ;Ouled Moussa;AF;AF1;40258;TR40300;01/03/2022;12077
2464;21/22;HAOUZ;Ouled Moussa;AF;AF1;40259;TR40300;01/03/2022;4037
2465;21/22;HAOUZ;Ouled Moussa;AF;AF1;40261;TR40300;01/03/2022;959
2466;21/22;HAOUZ;Ouled Moussa;AF;AF1;50152;TR50000;01/03/2022;5915
2467;21/22;HAOUZ;Ouled Moussa;AF;AF1;50153;TR50000;01/03/2022;497
2468;21/22;HAOUZ;Bengu?rir;AF;AF1;10117;TR11000;01/03/2022;65361,8
2469;21/22;HAOUZ;Bengu?rir;AF;AF1;20136;TR20000;01/03/2022;39651,5
2470;21/22;HAOUZ;Bengu?rir;AF;AF1;20137;TR20000;01/03/2022;22723,7
2471;21/22;HAOUZ;Bengu?rir;AF;AF1;20138;TR20000;01/03/2022;79,1
2472;21/22;HAOUZ;Bengu?rir;AF;AF1;20141;TR20000;01/03/2022;67,34
2473;21/22;HAOUZ;Bengu?rir;AF;AF1;30145;TR30200;01/03/2022;72,8
2474;21/22;HAOUZ;Bengu?rir;AF;AF1;30146;TR30200;01/03/2022;69,2
2475;21/22;HAOUZ;Bengu?rir;AF;AF1;30148;TR30200;01/03/2022;72,2
2476;21/22;HAOUZ;Bengu?rir;AF;AF1;30149;TR30200;01/03/2022;74,39
2477;21/22;HAOUZ;Bengu?rir;AF;AF1;30151;TR30200;01/03/2022;68,9
2478;21/22;HAOUZ;Bengu?rir;AF;AF1;30154;TR30200;01/03/2022;68,87
2479;21/22;HAOUZ;Bengu?rir;AF;AF1;30163;TR30200;01/03/2022;77,75
2480;21/22;HAOUZ;Bengu?rir;AF;AF1;30165;TR30100;01/03/2022;722,3
2481;21/22;HAOUZ;Bengu?rir;AF;AF1;40166;TR40100;01/03/2022;242,45
2482;21/22;HAOUZ;Bengu?rir;AF;AF1;40167;TR40100;01/03/2022;5153,6
2483;21/22;HAOUZ;Bengu?rir;AF;AF1;40168;TR40100;01/03/2022;10757,9
2484;21/22;HAOUZ;Bengu?rir;AF;AF1;40169;TR40100;01/03/2022;722,9
2485;21/22;HAOUZ;Bengu?rir;AF;AF1;40171;TR40100;01/03/2022;1802
2486;21/22;HAOUZ;Bengu?rir;AF;AF1;40172;TR40100;01/03/2022;817,1
2487;21/22;HAOUZ;Bengu?rir;AF;AF1;40173;TR40100;01/03/2022;10652,9
2488;21/22;HAOUZ;Bengu?rir;AF;AF1;40174;TR40100;01/03/2022;578,15
2489;21/22;HAOUZ;Bengu?rir;AF;AF1;40175;TR40100;01/03/2022;542
2490;21/22;HAOUZ;Bengu?rir;AF;AF1;40176;TR40100;01/03/2022;2346,2
2491;21/22;HAOUZ;Bengu?rir;AF;AF1;40177;TR40200;01/03/2022;1027,7
2492;21/22;HAOUZ;Bengu?rir;AF;AF1;40178;TR40100;01/03/2022;4872,35
2493;21/22;HAOUZ;Bengu?rir;AF;AF1;40179;TR40100;01/03/2022;572,15
2494;21/22;HAOUZ;Bengu?rir;AF;AF1;40181;TR40100;01/03/2022;202,76
2495;21/22;HAOUZ;Bengu?rir;AF;AF1;40182;TR40200;01/03/2022;291,5
2496;21/22;HAOUZ;Bengu?rir;AF;AF1;40183;TR40200;01/03/2022;254
2497;21/22;HAOUZ;Bengu?rir;AF;AF1;40184;TR40200;01/03/2022;220,4
2498;21/22;HAOUZ;Bengu?rir;AF;AF1;40185;TR40100;01/03/2022;90,8
2499;21/22;HAOUZ;Bengu?rir;AF;AF1;50186;TR50100;01/03/2022;4496,3
2500;21/22;HAOUZ;Bengu?rir;AF;AF1;50187;TR50100;01/03/2022;3827,45
2501;21/22;HAOUZ;Bengu?rir;AF;AF1;50188;TR50100;01/03/2022;37005,8
2502;21/22;HAOUZ;Bengu?rir;AF;AF1;50189;TR50100;01/03/2022;3221
2503;21/22;HAOUZ;Bengu?rir;AF;AF1;50191;TR50100;01/03/2022;384,95
2504;21/22;HAOUZ;Bengu?rir;AF;AF1;50192;TR50100;01/03/2022;865,28
2505;21/22;HAOUZ;Bengu?rir;AF;AF1;50193;TR50100;01/03/2022;336,35
2506;21/22;HAOUZ;Bengu?rir;AF;AF1;50194;TR50100;01/03/2022;3352,08965
2507;21/22;HAOUZ;Bengu?rir;AF;AF1;50195;TR50100;01/03/2022;368,9
2508;21/22;HAOUZ;Bengu?rir;AF;AF1;50196;TR50100;01/03/2022;296
2509;21/22;HAOUZ;Bengu?rir;AF;AF1;50197;TR50200;01/03/2022;785,6
2510;21/22;HAOUZ;Bengu?rir;AF;AF1;50198;TR50200;01/03/2022;96,8
2511;21/22;HAOUZ;Bengu?rir;AF;AF1;50199;TR50200;01/03/2022;10391,9
2512;21/22;HAOUZ;Bengu?rir;AF;AF1;51101;TR50200;01/03/2022;12754,1
2513;21/22;HAOUZ;Bengu?rir;AF;AF1;51103;TR50200;01/03/2022;6765,5
2514;21/22;HAOUZ;Bengu?rir;AF;AF1;51106;TR50200;01/03/2022;27180,8
2515;21/22;HAOUZ;Bengu?rir;AF;AF1;51107;TR50200;01/03/2022;5426
2516;21/22;ORIENTAL;Cherraa;AF;AF1;11043;TR11600;01/03/2022;665
2517;21/22;ORIENTAL;Cherraa;AF;AF1;11076;TR11076;01/03/2022;2603
2518;21/22;ORIENTAL;Cherraa;AF;AF1;11077;TR11077;01/03/2022;208,4
2519;21/22;ORIENTAL;Cherraa;AF;AF1;11078;TR11078;01/03/2022;179,36
2520;21/22;ORIENTAL;Cherraa;AF;AF1;11079;TR11079;01/03/2022;192,5
2521;21/22;ORIENTAL;Cherraa;AF;AF1;11080;TR11080;01/03/2022;1331
2522;21/22;ORIENTAL;Cherraa;AF;AF1;11081;TR11081;01/03/2022;190,25
2523;21/22;ORIENTAL;Cherraa;AF;AF1;11082;TR11082;01/03/2022;352,7
2524;21/22;ORIENTAL;Cherraa;AF;AF1;11083;TR11083;01/03/2022;88,4
2525;21/22;ORIENTAL;Cherraa;AF;AF1;11084;TR11084;01/03/2022;72,2
2526;21/22;ORIENTAL;Cherraa;MAD;MAD1;11048;TR11048;01/03/2022;359,9
2527;21/22;ORIENTAL;Cherraa;MAD;MAD1;11049;TR11049;01/03/2022;634,1
2528;21/22;SOUSS;Qrarma;CLA;CLA18;51020;TR51020;01/03/2022;600,2
2529;21/22;SOUSS;Ouled Abbou;SPA;SPA8;21061;TR21061;01/03/2022;33061,7
2530;21/22;SOUSS;Ouled Abbou;SPA;SPA11;21011;TR21011;01/03/2022;809
2531;21/22;SOUSS;Taroudant;NOA;NOA1;25020;TR25000;01/03/2022;378,5
2532;21/22;SOUSS;Taroudant;NOA;NOA1;25040;TR25000;01/03/2022;100399,8069
2533;21/22;SOUSS;Taroudant;NOA;NOA1;27010;TR27010;01/03/2022;45182
2534;21/22;SOUSS;Taroudant;SPA;SPA1;22012;TR22012;01/03/2022;33191
2535;21/22;SOUSS;Taroudant;AF;AF1;26310;TR26310;01/03/2022;90455
2536;21/22;SOUSS;Taroudant;AF;AF1;27310;TR26310;01/03/2022;7199
2537;21/22;SOUSS;Taroudant;CLA;CLA18;12210;TR12210;01/03/2022;8219
2538;21/22;SOUSS;Taroudant;CLA;CLA18;12211;TR12211;01/03/2022;98304,344
2539;21/22;SOUSS;Taroudant;NOA;NOA1;16110;TR16110;01/03/2022;1541
2540;21/22;TADLA;Bni Ayat;MAD;MAD1;60120;TR60200;01/03/2022;80465,6
2541;21/22;TADLA;Bni Ayat;MAD;MAD1;60130;TR60200;01/03/2022;2993
2542;21/22;TADLA;Bni Ayat;ORA;ORA1;20306;TR20200;01/03/2022;1775
2543;21/22;TADLA;Bni Ayat;ORA;ORA5;10401;TR10200;01/03/2022;93644,72027
2544;21/22;TADLA;Bni Ayat;ORA;ORA6;10406;TR10600;01/03/2022;6599,47424
2545;21/22;TADLA;Bni Ayat;ORA;ORA6;10407;TR10500;01/03/2022;4017,7406
2546;21/22;TADLA;Bni Ayat;ORA;ORA11;40010;TR40000;01/03/2022;53789,6
2547;21/22;TADLA;Bni Ayat;ORA;ORA11;40050;TR40000;01/03/2022;12239
2548;21/22;TADLA;Bni Ayat;ORA;ORA11;40100;TR40000;01/03/2022;4884,22565
2549;21/22;TADLA;Beni Mellal;ORA;ORA2;20030;TR20400;01/03/2022;57413
2550;21/22;TADLA;Beni Mellal;ORA;ORA2;20070;TR20400;01/03/2022;4952,11136
2551;21/22;TADLA;Beni Mellal;ORA;ORA2;30030;TR30500;01/03/2022;659
2552;21/22;TADLA;Beni Mellal;ORA;ORA2;30080;TR30500;01/03/2022;37061,6
2553;21/22;GHARB;Douar Oued Mahdouma;ORA;ORA4;14010;TR14010;01/04/2022;5168,9
2554;21/22;GHARB;Rabat;CLA;CLA18;12022;TR12022;01/04/2022;725
2555;21/22;GHARB;Rabat;CLA;CLA18;12122;TR12122;01/04/2022;47313,2
2556;21/22;GHARB;Chorf Laghouazi;ORA;ORA11;23060;TR23050;01/04/2022;10910
2557;21/22;GHARB;Chorf Laghouazi;ORA;ORA11;23090;TR23050;01/04/2022;33020
2558;21/22;GHARB;Chorf Laghouazi;ORA;ORA11;23120;TR23050;01/04/2022;17586,06536
2559;21/22;GHARB;Chorf Laghouazi;ORA;ORA11;23010;TR11060;01/04/2022;41033,6
2560;21/22;GHARB;Chorf Laghouazi;ORA;ORA11;23020;TR11060;01/04/2022;13643
2561;21/22;GHARB;Chorf Laghouazi;ORA;ORA14;22010;TR11080;01/04/2022;5764,91033
2562;21/22;GHARB;Chorf Laghouazi;ORA;ORA14;22020;TR11080;01/04/2022;22645,34747
2563;21/22;GHARB;Jorf El Melha;ORA;ORA1;16010;TR16000;01/04/2022;2405
2564;21/22;GHARB;Jorf El Melha;ORA;ORA6;15010;TR15010;01/04/2022;6623
2565;21/22;GHARB;Jorf El Melha;ORA;ORA7;16020;TR16020;01/04/2022;1727
2566;21/22;HAOUZ;Lalla Takerkoust;AF;AF1;10001;TR21010;01/04/2022;5614,94288
2567;21/22;HAOUZ;Lalla Takerkoust;AF;AF1;10007;TR22141;01/04/2022;22301,8559
2568;21/22;HAOUZ;Lalla Takerkoust;AF;AF1;10008;TR22220;01/04/2022;7784
2569;21/22;HAOUZ;Lalla Takerkoust;AF;AF1;10009;TR21040;01/04/2022;7342,23524
2570;21/22;HAOUZ;Lalla Takerkoust;AF;AF1;10010;TR30099;01/04/2022;23998,3379
2571;21/22;HAOUZ;Lalla Takerkoust;AF;AF1;10033;TR22142;01/04/2022;6500
2572;21/22;HAOUZ;Lalla Takerkoust;AF;AF1;10034;TR31040;01/04/2022;599
2573;21/22;HAOUZ;Lalla Takerkoust;AF;AF1;10035;TR22031;01/04/2022;23678,80388
2574;21/22;HAOUZ;Lalla Takerkoust;ORA;ORA5;10005;TR32010;01/04/2022;28772,52749
2575;21/22;HAOUZ;Ait Ourir;ORA;ORA11;23030;TR23030;01/04/2022;3474,29216
2576;21/22;HAOUZ;Ait Ourir;ORA;ORA11;23031;TR23031;01/04/2022;53726,19527
2577;21/22;HAOUZ;Marrakech;ORA;ORA2;12130;TR12130;01/04/2022;38157,92585
2578;21/22;HAOUZ;Marrakech;NOA;NOA1;21130;TR21303;01/04/2022;75697,56212
2579;21/22;HAOUZ;Marrakech;ORA;ORA2;24102;TR24102;01/04/2022;7337
2580;21/22;HAOUZ;Marrakech;ORA;ORA8;22141;TR21404;01/04/2022;9029
2581;21/22;HAOUZ;Marrakech;ORA;ORA8;22142;TR21404;01/04/2022;521
2582;21/22;HAOUZ;Marrakech;ORA;ORA8;22150;TR21404;01/04/2022;3852,2
2583;21/22;HAOUZ;Marrakech;SPA;SPA1;24200;TR24200;01/04/2022;1991
2584;21/22;HAOUZ;Douar Ahl quadi;ORA;ORA11;21041;TR21041;01/04/2022;45168,2
2585;21/22;HAOUZ;Douar Ahl quadi;ORA;ORA11;21043;TR21043;01/04/2022;6049,4
2586;21/22;HAOUZ;Douar Ahl quadi;ORA;ORA11;21133;TR21133;01/04/2022;6569
2587;21/22;HAOUZ;Ouled Moussa;AF;AF1;10114;TR10000;01/04/2022;3793,4
2588;21/22;HAOUZ;Ouled Moussa;AF;AF1;10115;TR10000;01/04/2022;108366,17
2589;21/22;HAOUZ;Ouled Moussa;AF;AF1;10201;TR10000;01/04/2022;160073,9
2590;21/22;HAOUZ;Ouled Moussa;AF;AF1;10202;TR10000;01/04/2022;19142,71808
2591;21/22;HAOUZ;Ouled Moussa;AF;AF1;10203;TR10000;01/04/2022;56507
2592;21/22;HAOUZ;Ouled Moussa;AF;AF1;10209;TR10000;01/04/2022;133093,1
2593;21/22;HAOUZ;Ouled Moussa;AF;AF1;10211;TR10000;01/04/2022;127495,7
2594;21/22;HAOUZ;Ouled Moussa;AF;AF1;10212;TR10000;01/04/2022;14525,76707
2595;21/22;HAOUZ;Ouled Moussa;AF;AF1;20118;TR20100;01/04/2022;49265
2596;21/22;HAOUZ;Ouled Moussa;AF;AF1;20122;TR20200;01/04/2022;20459
2597;21/22;HAOUZ;Ouled Moussa;AF;AF1;20123;TR20200;01/04/2022;35051,9
2598;21/22;HAOUZ;Ouled Moussa;AF;AF1;20133;TR20200;01/04/2022;50084,6
2599;21/22;HAOUZ;Ouled Moussa;AF;AF1;20216;TR20200;01/04/2022;34156,4
2600;21/22;HAOUZ;Ouled Moussa;AF;AF1;40129;TR40100;01/04/2022;15205,1
2601;21/22;HAOUZ;Ouled Moussa;AF;AF1;50152;TR50000;01/04/2022;41306
2602;21/22;HAOUZ;Ouled Moussa;AF;AF1;50153;TR50000;01/04/2022;18935
2603;21/22;HAOUZ;Ouled Moussa;AF;AF1;50154;TR50000;01/04/2022;35171
2604;21/22;HAOUZ;Ouled Moussa;AF;AF1;50162;TR50000;01/04/2022;232637
2605;21/22;HAOUZ;Ouled Moussa;AF;AF1;50163;TR50000;01/04/2022;6719
2606;21/22;HAOUZ;Ouled Moussa;AF;AF1;50164;TR50000;01/04/2022;2075
2607;21/22;HAOUZ;Ouled Moussa;AF;AF1;50165;TR50000;01/04/2022;1295
2608;21/22;HAOUZ;Ouled Moussa;AF;AF1;50166;TR50000;01/04/2022;23525,9
2609;21/22;HAOUZ;Ouled Moussa;AF;AF1;50167;TR50000;01/04/2022;47188,01
2610;21/22;HAOUZ;Ouled Moussa;AF;AF1;50168;TR50000;01/04/2022;814,1
2611;21/22;HAOUZ;Ouled Moussa;AF;AF1;50171;TR50000;01/04/2022;74561,3
2612;21/22;HAOUZ;Ouled Moussa;AF;AF1;50173;TR50000;01/04/2022;31058
2613;21/22;HAOUZ;Ouled Moussa;AF;AF1;50175;TR50000;01/04/2022;12017
2614;21/22;HAOUZ;Bengu?rir;AF;AF1;10117;TR11000;01/04/2022;1049
2615;21/22;HAOUZ;Bengu?rir;AF;AF1;20123;TR20000;01/04/2022;48621,2
2616;21/22;HAOUZ;Bengu?rir;AF;AF1;20124;TR20000;01/04/2022;28774,4
2617;21/22;HAOUZ;Bengu?rir;AF;AF1;20125;TR20000;01/04/2022;46122,8
2618;21/22;HAOUZ;Bengu?rir;AF;AF1;20126;TR20000;01/04/2022;42425,3
2619;21/22;HAOUZ;Bengu?rir;AF;AF1;20127;TR20000;01/04/2022;111827,3
2620;21/22;HAOUZ;Bengu?rir;AF;AF1;20128;TR20000;01/04/2022;28550,048
2621;21/22;HAOUZ;Bengu?rir;AF;AF1;20129;TR20000;01/04/2022;58256
2622;21/22;HAOUZ;Bengu?rir;AF;AF1;20131;TR20000;01/04/2022;2795
2623;21/22;HAOUZ;Bengu?rir;AF;AF1;20132;TR20000;01/04/2022;64556,9
2624;21/22;HAOUZ;Bengu?rir;AF;AF1;20133;TR20000;01/04/2022;3278,45
2625;21/22;HAOUZ;Bengu?rir;AF;AF1;20134;TR20000;01/04/2022;2297
2626;21/22;HAOUZ;Bengu?rir;AF;AF1;20135;TR20000;01/04/2022;6575
2627;21/22;HAOUZ;Bengu?rir;AF;AF1;20137;TR20000;01/04/2022;15431
2628;21/22;HAOUZ;Bengu?rir;AF;AF1;20142;TR20000;01/04/2022;3920
2629;21/22;HAOUZ;Bengu?rir;AF;AF1;30153;TR30200;01/04/2022;2075
2630;21/22;HAOUZ;Bengu?rir;AF;AF1;30159;TR30100;01/04/2022;830
2631;21/22;HAOUZ;Bengu?rir;AF;AF1;30161;TR30100;01/04/2022;44644,1
2632;21/22;HAOUZ;Bengu?rir;AF;AF1;30164;TR30100;01/04/2022;5697,8
2633;21/22;HAOUZ;Bengu?rir;AF;AF1;30165;TR30100;01/04/2022;41201
2634;21/22;HAOUZ;Bengu?rir;AF;AF1;40173;TR40100;01/04/2022;10448,9
2635;21/22;HAOUZ;Bengu?rir;AF;AF1;40175;TR40100;01/04/2022;91183,7
2636;21/22;HAOUZ;Bengu?rir;AF;AF1;50193;TR50100;01/04/2022;26129,28597
2637;21/22;HAOUZ;Bengu?rir;AF;AF1;50198;TR50200;01/04/2022;161620,1
2638;21/22;HAOUZ;Bengu?rir;AF;AF1;51106;TR50200;01/04/2022;18272
2639;21/22;HAOUZ;Bengu?rir;AF;AF1;51107;TR50200;01/04/2022;22456,89938
2640;21/22;ORIENTAL;Cherraa;MAD;MAD1;11051;TR11051;01/04/2022;97928,4
2641;21/22;ORIENTAL;Cherraa;ORA;ORA2;11060;TR11060;01/04/2022;22525,1
2642;21/22;ORIENTAL;Cherraa;ORA;ORA2;11061;TR11061;01/04/2022;5753
2643;21/22;ORIENTAL;Cherraa;ORA;ORA2;11062;TR11062;01/04/2022;13260,872
2644;21/22;ORIENTAL;Cherraa;ORA;ORA2;11063;TR11063;01/04/2022;144973,925
2645;21/22;ORIENTAL;Cherraa;ORA;ORA2;11064;TR11064;01/04/2022;3209
2646;21/22;ORIENTAL;Cherraa;ORA;ORA2;11065;TR11065;01/04/2022;38414,70436
2647;21/22;SOUSS;Qrarma;CLA;CLA18;51020;TR51020;01/04/2022;137429,7943
2648;21/22;SOUSS;Ouled Abbou;SPA;SPA3;21031;TR21031;01/04/2022;14602,1
2649;21/22;SOUSS;Ouled Abbou;SPA;SPA8;21061;TR21061;01/04/2022;45195,8
2650;21/22;SOUSS;Taroudant;SPA;SPA1;22011;TR22011;01/04/2022;61051,1
2651;21/22;SOUSS;Taroudant;SPA;SPA1;22012;TR22012;01/04/2022;41582
2652;21/22;SOUSS;Taroudant;NOA;NOA1;16110;TR16110;01/04/2022;50182,55
2653;21/22;TADLA;Bni Ayat;MAD;MAD1;60120;TR60200;01/04/2022;57428,3
2654;21/22;TADLA;Bni Ayat;MAD;MAD1;60130;TR60200;01/04/2022;21935
2655;21/22;TADLA;Bni Ayat;ORA;ORA1;20306;TR20200;01/04/2022;11909
2656;21/22;TADLA;Bni Ayat;ORA;ORA5;10401;TR10200;01/04/2022;23951,3
2657;21/22;TADLA;Bni Ayat;ORA;ORA6;10403;TR10500;01/04/2022;10607
2658;21/22;TADLA;Bni Ayat;ORA;ORA6;10406;TR10600;01/04/2022;683
2659;21/22;TADLA;Bni Ayat;ORA;ORA6;10407;TR10500;01/04/2022;365
